               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10372,            0.017704,             0.02736,          0.00028498,             0.13146,          0.00019419,          4.5754e-05,            0.092923,            0.011269,            0.026362,              0.0705,           0.0032778,           0.0032778
                   1,            0.094795,            0.017904,             0.02492,             0.50977,           0.0051699,           0.0032503,            0.001436,             0.10118,           0.0094167,            0.026496,            0.040369,           0.0064802,           0.0064802
                   2,            0.086179,            0.017787,               0.021,             0.50803,            0.029542,           0.0061657,            0.001434,             0.11656,            0.017936,            0.084495,            0.010106,           0.0095506,           0.0095506
                   3,            0.069164,            0.016286,            0.015098,          3.8281e-05,           0.0029542,          1.9604e-05,          2.4416e-06,                 nan,                 nan,             0.80725,            0.009406,            0.009406,            0.009406
                   4,             0.06021,            0.012905,            0.009278,           0.0060311,            0.038856,           0.0012459,           0.0002291,                 nan,                 nan,             0.22923,            0.009406,            0.009406,            0.009406
                   5,            0.054657,            0.011855,           0.0066045,            0.094644,             0.10503,            0.035943,            0.010486,                 nan,                 nan,            0.080677,            0.009208,            0.009208,            0.009208
                   6,            0.050186,            0.010945,           0.0052455,             0.56801,             0.56048,             0.52468,             0.20096,            0.054331,            0.016741,           0.0085753,             0.00901,             0.00901,             0.00901
                   7,            0.048197,            0.010427,           0.0047158,             0.71355,             0.67694,             0.73285,             0.33447,            0.047266,           0.0063397,           0.0059699,            0.008812,            0.008812,            0.008812
                   8,            0.045974,            0.010267,           0.0041303,             0.79037,             0.73884,             0.81197,             0.38678,            0.043042,           0.0056377,           0.0033003,            0.008614,            0.008614,            0.008614
                   9,            0.045209,           0.0099299,           0.0034579,             0.82565,             0.80853,             0.83378,              0.4116,            0.040771,           0.0051665,          0.00095165,            0.008416,            0.008416,            0.008416
                  10,            0.043505,           0.0096437,           0.0032278,             0.89653,             0.87942,             0.91157,             0.47494,            0.037543,           0.0049141,          0.00089384,            0.008218,            0.008218,            0.008218
                  11,            0.042438,           0.0096174,           0.0027256,             0.86866,             0.81619,             0.85337,             0.41872,            0.038105,           0.0049608,            0.002328,             0.00802,             0.00802,             0.00802
                  12,            0.040903,           0.0092315,           0.0022939,             0.86542,             0.88244,             0.91668,             0.46825,            0.036275,           0.0048153,          0.00047738,            0.007822,            0.007822,            0.007822
