               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1019,            0.017905,            0.026998,           0.0007168,             0.23099,          0.00052108,          0.00014817,            0.090583,            0.011562,            0.026061,             0.07025,           0.0033056,           0.0033056
                   1,            0.092007,            0.017988,            0.023492,             0.50657,           0.0029542,           0.0021977,          0.00055468,            0.085073,            0.011497,            0.021326,            0.040119,           0.0065074,           0.0065074
                   2,            0.082557,            0.017784,            0.020671,             0.55801,            0.051669,            0.034032,            0.007576,             0.10212,            0.018386,             0.02658,           0.0098551,           0.0095773,           0.0095773
                   3,            0.068938,            0.016685,            0.014561,             0.24064,             0.14141,             0.02237,           0.0059833,             0.08733,            0.012547,            0.045371,            0.009406,            0.009406,            0.009406
                   4,            0.061511,            0.013869,           0.0091361,             0.58724,             0.58539,             0.49458,             0.20849,              0.0612,            0.008636,            0.019785,            0.009406,            0.009406,            0.009406
                   5,            0.056456,            0.012577,            0.006645,             0.72485,             0.72099,             0.75825,             0.31545,            0.048809,           0.0062565,           0.0025708,            0.009208,            0.009208,            0.009208
                   6,            0.052315,            0.011437,           0.0050973,             0.68857,             0.80468,             0.76544,              0.3564,            0.048133,           0.0058765,            0.001591,             0.00901,             0.00901,             0.00901
                   7,            0.049359,            0.010618,           0.0040486,             0.77794,             0.84064,             0.89029,             0.45497,              0.0406,           0.0055218,           0.0010239,            0.008812,            0.008812,            0.008812
                   8,             0.04708,            0.010435,           0.0038282,             0.86567,             0.82341,             0.89763,             0.47449,            0.037872,           0.0048895,           0.0015716,            0.008614,            0.008614,            0.008614
                   9,            0.044617,           0.0098792,           0.0031432,             0.84972,             0.81443,             0.87428,             0.46775,             0.03845,           0.0053806,           0.0026289,            0.008416,            0.008416,            0.008416
                  10,            0.043415,            0.009563,           0.0027044,             0.90875,             0.85893,             0.92388,             0.51139,            0.034807,           0.0048353,          0.00081089,            0.008218,            0.008218,            0.008218
                  11,            0.042065,           0.0093365,           0.0027144,             0.85917,             0.71147,             0.79151,             0.40823,             0.04364,           0.0072013,           0.0070914,             0.00802,             0.00802,             0.00802
                  12,            0.039949,           0.0090146,           0.0025011,             0.82712,             0.78168,             0.86129,             0.43835,             0.03696,            0.004763,           0.0042872,            0.007822,            0.007822,            0.007822
                  13,             0.03967,           0.0091534,           0.0023605,             0.80728,             0.84214,             0.90376,             0.51206,            0.037448,           0.0056715,          0.00080849,            0.007624,            0.007624,            0.007624
                  14,             0.03889,           0.0087951,           0.0029186,              0.9401,             0.92967,              0.9617,             0.56251,            0.031099,           0.0042075,          0.00054655,            0.007426,            0.007426,            0.007426
                  15,            0.037864,           0.0091036,           0.0018656,             0.94281,             0.88401,             0.94247,             0.54046,            0.032933,           0.0048479,          0.00072716,            0.007228,            0.007228,            0.007228
                  16,             0.03621,           0.0087181,           0.0018444,             0.94751,             0.95604,             0.97634,             0.55841,            0.032316,           0.0041472,          0.00044043,             0.00703,             0.00703,             0.00703
                  17,            0.036302,           0.0084434,           0.0018459,             0.94078,              0.9223,             0.97247,             0.55076,            0.032024,           0.0043601,           0.0016115,            0.006832,            0.006832,            0.006832
                  18,            0.035054,           0.0082525,           0.0015924,             0.98394,             0.96678,             0.98377,             0.62089,            0.026915,            0.003801,          0.00030185,            0.006634,            0.006634,            0.006634
                  19,            0.034136,           0.0080022,            0.001267,             0.98636,             0.97244,             0.98908,             0.64715,            0.026139,           0.0038598,          0.00033066,            0.006436,            0.006436,            0.006436
                  20,            0.033537,           0.0080092,           0.0012399,             0.96012,             0.95201,             0.98808,             0.63579,            0.026977,            0.003888,           0.0010524,            0.006238,            0.006238,            0.006238
                  21,            0.033223,           0.0080002,           0.0011678,             0.96519,             0.97154,             0.98664,             0.64408,             0.02567,           0.0037553,           0.0002591,             0.00604,             0.00604,             0.00604
                  22,            0.032954,            0.007811,           0.0010996,             0.98434,             0.98274,              0.9931,             0.64036,            0.025973,           0.0036616,           0.0002251,            0.005842,            0.005842,            0.005842
                  23,            0.032153,            0.007718,           0.0011332,             0.98053,             0.97887,             0.99317,              0.6549,            0.024777,           0.0035758,          0.00018896,            0.005644,            0.005644,            0.005644
                  24,             0.03155,           0.0076017,           0.0010033,             0.98718,             0.97748,             0.99228,             0.67898,            0.024677,           0.0036518,          0.00021422,            0.005446,            0.005446,            0.005446
                  25,            0.031067,           0.0075125,           0.0010017,             0.98865,             0.94385,             0.97454,             0.63002,            0.028056,           0.0041282,           0.0022304,            0.005248,            0.005248,            0.005248
                  26,            0.030407,           0.0075404,          0.00092969,             0.99073,             0.99036,             0.99444,             0.68393,            0.023375,           0.0034208,          0.00021706,             0.00505,             0.00505,             0.00505
                  27,            0.030618,           0.0074723,          0.00086388,             0.99101,             0.99104,             0.99478,             0.69241,            0.022813,           0.0033397,          0.00025153,            0.004852,            0.004852,            0.004852
                  28,            0.030295,           0.0074932,           0.0007969,             0.98337,             0.97988,             0.99223,              0.6895,            0.023341,           0.0035229,          0.00033215,            0.004654,            0.004654,            0.004654
                  29,            0.029509,           0.0073205,          0.00085556,             0.99442,             0.98379,             0.99217,             0.69415,            0.022727,           0.0033089,          0.00018168,            0.004456,            0.004456,            0.004456
                  30,             0.02918,            0.007296,          0.00066429,              0.9909,             0.99002,              0.9948,             0.70343,            0.022466,           0.0033256,          0.00028383,            0.004258,            0.004258,            0.004258
                  31,            0.028219,           0.0070408,          0.00079054,             0.99213,             0.97511,             0.99223,             0.71558,            0.021831,           0.0032685,          0.00029067,             0.00406,             0.00406,             0.00406
                  32,            0.028079,           0.0071593,          0.00059001,             0.97851,              0.9917,             0.99206,             0.71436,            0.021587,           0.0032325,          0.00014993,            0.003862,            0.003862,            0.003862
                  33,            0.027458,           0.0069606,          0.00060258,             0.99451,             0.99135,             0.99488,             0.71901,             0.02141,           0.0031572,          0.00020182,            0.003664,            0.003664,            0.003664
                  34,            0.027253,           0.0069021,          0.00069612,             0.99031,             0.98625,             0.99176,             0.71708,            0.021559,           0.0032171,          0.00017479,            0.003466,            0.003466,            0.003466
                  35,            0.027403,           0.0070989,          0.00060282,             0.99595,             0.99483,             0.99493,             0.73758,            0.020596,           0.0031176,          0.00013707,            0.003268,            0.003268,            0.003268
                  36,            0.026973,           0.0067629,          0.00052947,             0.99416,             0.99029,             0.99462,             0.73782,            0.020449,            0.003049,          0.00012357,             0.00307,             0.00307,             0.00307
                  37,            0.026075,           0.0068048,          0.00056626,             0.99249,             0.99181,              0.9948,               0.752,            0.019733,           0.0030242,          0.00013708,            0.002872,            0.002872,            0.002872
                  38,            0.026123,           0.0067234,          0.00052795,             0.99532,              0.9919,             0.99485,             0.74158,            0.019626,           0.0030546,           0.0001083,            0.002674,            0.002674,            0.002674
                  39,            0.025611,           0.0065734,          0.00050639,             0.99572,             0.99483,             0.99496,              0.7492,            0.019594,           0.0030294,          0.00010613,            0.002476,            0.002476,            0.002476
                  40,            0.025415,           0.0064599,          0.00041462,             0.99438,             0.99502,             0.99465,             0.74315,             0.01949,           0.0029691,          9.5297e-05,            0.002278,            0.002278,            0.002278
                  41,            0.025249,           0.0064625,           0.0004321,              0.9954,             0.99105,             0.99476,             0.75866,            0.018938,            0.002906,          9.3272e-05,             0.00208,             0.00208,             0.00208
                  42,            0.024731,           0.0064352,          0.00041149,             0.99869,             0.99383,             0.99493,             0.75668,            0.019028,           0.0029108,          8.3044e-05,            0.001882,            0.001882,            0.001882
                  43,            0.024052,           0.0064013,          0.00057614,             0.99764,             0.99283,             0.99481,             0.76962,            0.018827,           0.0028861,          0.00010179,            0.001684,            0.001684,            0.001684
                  44,            0.024835,           0.0064539,          0.00039359,             0.99789,             0.99462,              0.9949,             0.76329,            0.018422,           0.0028791,          7.9871e-05,            0.001486,            0.001486,            0.001486
                  45,             0.02351,           0.0062054,          0.00046198,             0.99567,             0.99539,             0.99494,             0.77076,            0.018164,           0.0028377,          7.3823e-05,            0.001288,            0.001288,            0.001288
                  46,            0.023041,           0.0061794,          0.00036369,             0.99768,             0.99705,             0.99492,             0.77731,            0.017983,           0.0028278,          6.4346e-05,             0.00109,             0.00109,             0.00109
                  47,            0.023551,           0.0060428,          0.00086559,             0.99682,             0.99631,              0.9949,             0.77785,            0.017963,           0.0028426,          5.6248e-05,            0.000892,            0.000892,            0.000892
                  48,             0.02357,           0.0063053,          0.00033372,             0.99657,             0.99778,             0.99495,              0.7849,            0.017575,           0.0027773,          5.5601e-05,            0.000694,            0.000694,            0.000694
                  49,            0.023029,           0.0062464,          0.00029174,             0.99629,             0.99778,             0.99498,             0.79062,            0.017527,           0.0027738,          5.1027e-05,            0.000496,            0.000496,            0.000496
