               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10213,            0.017821,            0.026986,          0.00079644,             0.25828,          0.00055178,          0.00015101,            0.090605,            0.011556,            0.026084,             0.07025,           0.0033056,           0.0033056
                   1,            0.090687,            0.018265,            0.023249,           0.0010577,             0.33407,          0.00087439,          0.00020857,            0.088153,            0.011045,            0.023981,            0.040119,           0.0065074,           0.0065074
                   2,            0.077007,            0.017972,            0.019242,           0.0017395,             0.59151,            0.013381,           0.0027458,            0.087112,            0.010602,             0.02111,           0.0098551,           0.0095773,           0.0095773
                   3,            0.068535,            0.016784,            0.012894,             0.73296,            0.070533,             0.11036,            0.032227,            0.077663,            0.010175,            0.014587,            0.009406,            0.009406,            0.009406
                   4,            0.066746,            0.015562,            0.011553,             0.16513,             0.22927,               0.131,            0.040959,            0.070755,            0.010533,            0.018159,            0.009406,            0.009406,            0.009406
                   5,            0.066285,            0.015207,            0.010544,             0.46139,             0.27451,             0.26264,            0.090026,            0.065723,           0.0096685,            0.013711,            0.009208,            0.009208,            0.009208
                   6,            0.064793,              0.0148,            0.010337,             0.41581,             0.39994,             0.37274,                0.12,            0.061661,           0.0087464,            0.010072,             0.00901,             0.00901,             0.00901
                   7,            0.064636,            0.014516,            0.010178,             0.35679,             0.50757,             0.40949,             0.17079,            0.056456,           0.0087385,           0.0093443,            0.008812,            0.008812,            0.008812
                   8,            0.063746,            0.014517,            0.010243,              0.3267,             0.22335,             0.22212,            0.067025,            0.067636,             0.01187,            0.019137,            0.008614,            0.008614,            0.008614
                   9,            0.062737,            0.014148,            0.010204,             0.45432,             0.36793,             0.37248,             0.14178,            0.059808,           0.0097757,            0.012912,            0.008416,            0.008416,            0.008416
                  10,            0.062937,            0.014043,           0.0099302,             0.46369,             0.50993,             0.45979,             0.13718,            0.058026,           0.0082625,           0.0080995,            0.008218,            0.008218,            0.008218
                  11,             0.06236,            0.013977,           0.0092328,             0.27024,             0.30802,             0.25694,            0.095595,            0.067786,           0.0098379,            0.015823,             0.00802,             0.00802,             0.00802
                  12,            0.061341,            0.013615,           0.0090329,             0.48851,             0.46606,             0.41899,             0.15294,            0.057852,           0.0083324,           0.0065173,            0.007822,            0.007822,            0.007822
