               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10023,            0.017898,            0.026798,           0.0053922,           0.0081241,          0.00070894,          0.00015476,             0.10667,            0.026614,            0.035496,            0.070126,           0.0033194,           0.0033194
                   1,            0.091729,            0.017833,             0.02334,             0.50409,            0.020679,           0.0023436,          0.00087405,            0.086465,            0.011228,            0.020499,            0.039994,            0.006521,            0.006521
                   2,            0.081012,            0.017879,            0.019805,             0.43562,             0.11868,             0.18586,            0.052162,            0.066042,            0.011854,            0.018086,           0.0097301,           0.0095906,           0.0095906
                   3,             0.06722,            0.016097,            0.013297,             0.32158,             0.59412,             0.37217,             0.12991,            0.057182,           0.0088434,           0.0086451,            0.009406,            0.009406,            0.009406
                   4,            0.060645,            0.013648,           0.0092188,             0.48117,             0.33586,             0.32678,             0.13851,            0.068084,           0.0098935,            0.016196,            0.009406,            0.009406,            0.009406
                   5,            0.055206,            0.012504,           0.0068299,             0.73238,              0.7296,             0.77299,             0.33109,            0.046543,           0.0064945,           0.0057462,            0.009208,            0.009208,            0.009208
                   6,            0.051923,            0.011555,           0.0059084,             0.80419,              0.7879,             0.86399,             0.40729,            0.041773,           0.0059107,           0.0026923,             0.00901,             0.00901,             0.00901
                   7,            0.048831,            0.010765,           0.0049588,             0.89353,             0.81242,             0.89579,              0.4307,            0.041002,           0.0053625,           0.0014803,            0.008812,            0.008812,            0.008812
                   8,            0.046643,            0.010352,           0.0044153,             0.86606,             0.77773,             0.83747,              0.4301,             0.03949,           0.0055427,           0.0038931,            0.008614,            0.008614,            0.008614
                   9,            0.044348,            0.009998,           0.0036919,             0.90451,             0.79957,             0.90602,             0.49168,            0.037865,           0.0050852,           0.0011444,            0.008416,            0.008416,            0.008416
                  10,            0.043091,           0.0096283,           0.0031832,             0.85529,             0.78076,              0.8865,             0.47549,            0.036805,           0.0048382,           0.0013436,            0.008218,            0.008218,            0.008218
                  11,            0.042018,           0.0095445,           0.0027313,             0.89667,             0.87645,             0.94998,             0.52244,            0.035099,           0.0045228,           0.0012071,             0.00802,             0.00802,             0.00802
