               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10404,            0.017687,            0.027413,          0.00029299,             0.13516,          0.00019586,          4.6581e-05,            0.093936,             0.01113,            0.026483,              0.0705,           0.0032778,           0.0032778
                   1,            0.095373,            0.017983,            0.025111,              0.5032,           0.0014771,          0.00075765,          0.00020765,            0.090331,            0.011093,            0.023859,            0.040369,           0.0064802,           0.0064802
                   2,            0.085607,             0.01798,            0.021261,             0.51711,             0.10487,            0.088574,            0.022665,            0.078384,            0.011792,            0.018654,            0.010106,           0.0095506,           0.0095506
                   3,            0.069502,            0.017066,            0.014722,             0.13969,             0.37418,             0.11136,            0.031204,            0.081607,            0.016465,            0.017279,            0.009406,            0.009406,            0.009406
                   4,            0.061917,            0.013669,           0.0093385,             0.29458,             0.42854,             0.26886,            0.090114,            0.061813,            0.010526,            0.013162,            0.009406,            0.009406,            0.009406
                   5,            0.055924,            0.012308,           0.0066025,              0.4748,             0.45793,             0.38661,             0.14618,            0.058684,           0.0091708,            0.013811,            0.009208,            0.009208,            0.009208
                   6,            0.051363,            0.011226,           0.0054772,             0.69867,             0.69881,             0.75208,             0.30301,            0.047615,           0.0064027,            0.001815,             0.00901,             0.00901,             0.00901
                   7,            0.048405,            0.010532,           0.0044267,             0.55648,             0.53311,             0.49209,              0.2049,            0.057963,           0.0086613,            0.013378,            0.008812,            0.008812,            0.008812
                   8,            0.045493,            0.010208,           0.0037232,             0.79945,             0.78417,             0.83378,             0.40662,            0.041302,           0.0058147,           0.0011861,            0.008614,            0.008614,            0.008614
                   9,            0.044331,           0.0096864,           0.0030212,             0.85775,             0.83159,             0.91618,             0.46484,            0.037282,           0.0049368,           0.0016737,            0.008416,            0.008416,            0.008416
                  10,            0.042027,           0.0093599,           0.0027233,             0.86013,              0.8048,             0.87821,             0.44667,            0.037734,           0.0053968,             0.00186,            0.008218,            0.008218,            0.008218
                  11,            0.040863,           0.0092677,           0.0023612,             0.93411,             0.90099,              0.9483,             0.51892,            0.034009,            0.004626,           0.0014939,             0.00802,             0.00802,             0.00802
                  12,            0.039319,            0.008824,           0.0021162,               0.931,             0.88579,              0.9506,             0.50131,            0.036477,             0.00495,           0.0013634,            0.007822,            0.007822,            0.007822
                  13,            0.038565,             0.00881,           0.0021559,             0.89285,             0.91266,             0.95644,              0.5318,            0.031926,           0.0043768,           0.0011396,            0.007624,            0.007624,            0.007624
                  14,            0.037525,           0.0085423,           0.0016602,             0.93495,             0.93245,             0.97259,             0.57727,            0.030705,             0.00412,          0.00064968,            0.007426,            0.007426,            0.007426
                  15,            0.036845,           0.0086614,           0.0014693,             0.93872,              0.9368,              0.9761,              0.6137,            0.028983,            0.004048,          0.00053891,            0.007228,            0.007228,            0.007228
                  16,            0.035733,           0.0084819,           0.0015858,             0.91191,             0.72602,             0.83221,             0.45705,            0.044787,           0.0059226,            0.010673,             0.00703,             0.00703,             0.00703
                  17,            0.035316,           0.0082215,           0.0014734,             0.95733,             0.90944,             0.96966,             0.58063,            0.029616,           0.0040193,           0.0015335,            0.006832,            0.006832,            0.006832
                  18,            0.034578,           0.0081047,           0.0013569,             0.98032,             0.95612,              0.9852,             0.62327,            0.027494,            0.003795,          0.00034663,            0.006634,            0.006634,            0.006634
                  19,            0.033692,           0.0079082,           0.0015041,             0.95563,             0.90799,             0.96465,             0.60181,            0.029811,           0.0043479,           0.0030161,            0.006436,            0.006436,            0.006436
                  20,              0.0331,           0.0078531,           0.0010353,             0.98071,             0.95368,             0.98962,             0.64777,            0.025718,           0.0037383,          0.00028917,            0.006238,            0.006238,            0.006238
                  21,             0.03267,            0.007708,           0.0011028,             0.95861,             0.95326,              0.9815,             0.62946,            0.026706,           0.0037398,          0.00026555,             0.00604,             0.00604,             0.00604
                  22,            0.032305,           0.0075898,           0.0011325,             0.96713,             0.96379,             0.98947,             0.64557,            0.025786,           0.0037339,          0.00026774,            0.005842,            0.005842,            0.005842
                  23,            0.031808,           0.0075984,          0.00097334,              0.9708,             0.96882,             0.98895,             0.65597,            0.024826,           0.0036156,          0.00054523,            0.005644,            0.005644,            0.005644
